,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,customerID
2053,1.0,0,1.0,0.0,47.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,83.35,4065.0,Yes,6173-ITPWD
2054,0.0,0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,49.4,106.55,Yes,9734-UYXQI
2055,1.0,0,0.0,0.0,45.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,108.45,4964.7,No,1216-BGTSP
2056,1.0,0,0.0,0.0,51.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,4085.75,No,4138-NAXED
2057,0.0,0,1.0,0.0,22.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,79.2,1742.75,Yes,2189-UXTKY
2058,1.0,0,0.0,0.0,72.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,86.65,6224.8,No,0744-BIKKF
2059,1.0,0,1.0,1.0,37.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,92.95,3415.25,No,7483-IQWIB
2060,1.0,0,1.0,1.0,71.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,90.35,6325.25,No,5248-KWLAR
2061,1.0,0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,48.7,340.25,Yes,4958-GZWIY
2062,0.0,0,0.0,0.0,66.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,25.15,1683.6,No,7996-MHXLW
2063,1.0,0,1.0,1.0,51.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,76.4,3966.3,No,7833-PKIHD
2064,0.0,0,1.0,1.0,30.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,19.55,608.5,No,7061-OVMIM
2065,0.0,0,0.0,0.0,34.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,85.35,2896.6,No,5153-RTHKF
2066,1.0,0,1.0,1.0,64.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,24.8,1514.85,No,1852-QSWCD
2067,1.0,1,1.0,0.0,65.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,103.15,6792.45,No,4832-VRBMR
2068,1.0,0,0.0,0.0,47.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,100.75,4669.2,No,9079-LWTFD
2069,0.0,0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,95.6,95.6,Yes,6356-ELRKD
2070,0.0,0,0.0,0.0,49.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,59.75,2934.3,Yes,8624-GIOUT
2071,0.0,0,1.0,1.0,67.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,94.1,6302.8,No,3392-EHMNK
2072,1.0,0,0.0,1.0,39.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,19.35,779.2,No,5986-WWXDV
2073,1.0,0,0.0,0.0,14.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,19.9,283.75,No,3061-BCKYI
2074,0.0,1,0.0,0.0,43.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,108.15,4600.7,Yes,6179-GJPSO
2075,1.0,1,0.0,0.0,56.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,101.05,5594.0,No,7901-TBKJX
2076,0.0,0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,59.1,772.85,No,7228-PAQPD
2077,0.0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,71.35,71.35,Yes,3177-LASXD
2078,1.0,0,1.0,1.0,16.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,55.85,857.8,No,7746-QYVCO
2079,1.0,0,1.0,1.0,70.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,106.05,7554.05,No,5804-HYIEZ
2080,1.0,1,1.0,0.0,72.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,84.1,5981.65,No,9919-FZDED
2081,0.0,0,1.0,1.0,23.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,75.3,1702.9,No,5934-TSSAU
2082,1.0,0,0.0,1.0,21.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,24.7,467.15,No,3486-KHMLI
2083,0.0,0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,20.15,20.15,Yes,4897-QSUYC
2084,1.0,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.75,69.75,Yes,1084-UQCHV
2085,0.0,1,1.0,0.0,32.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,93.2,2931.0,Yes,8290-YWKHZ
2086,1.0,0,1.0,1.0,17.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,80.85,1400.85,Yes,2955-BJZHG
2087,0.0,0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,33.65,137.85,Yes,3806-DXQOM
2088,0.0,0,0.0,0.0,36.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,55.8,1941.5,No,6784-XYJAE
2089,0.0,0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,39.7,1932.75,No,3933-DQPWX
2090,0.0,0,1.0,1.0,48.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,29.5,1423.05,No,6661-EIPZC
2091,0.0,0,0.0,1.0,50.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,20.15,970.85,No,8957-THMOA
2092,1.0,0,1.0,0.0,72.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,79.55,5810.9,No,2251-PYLPB
2093,1.0,0,0.0,1.0,10.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,24.8,223.9,No,5555-RNPGT
2094,0.0,0,0.0,0.0,18.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,19.65,391.7,No,1057-FOGLZ
2095,1.0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,79.95,79.95,Yes,9300-RENDD
2096,0.0,0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,19.3,19.3,Yes,0761-AETCS
2097,1.0,0,0.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,94.05,811.65,No,8087-LGYHQ
2098,1.0,0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,90.75,174.75,No,4137-BTIKL
2099,0.0,0,1.0,0.0,40.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,78.85,3126.85,No,2190-BCXEC
2100,1.0,0,1.0,0.0,69.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,99.5,6841.45,No,6227-FBDXH
2101,0.0,0,1.0,0.0,37.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,99.2,3754.6,Yes,2153-MREFK
2102,1.0,0,0.0,1.0,18.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,80.55,1406.65,No,2911-WDXMV
2103,1.0,1,1.0,0.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,70.2,834.7,No,7206-PQBBZ
2104,0.0,0,1.0,0.0,8.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,85.2,627.4,Yes,3106-ULWFW
2105,0.0,0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,75.25,242.0,Yes,0925-VYDLG
2106,1.0,0,1.0,1.0,55.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,59.45,3157.0,No,4547-FZJWE
2107,1.0,0,1.0,0.0,33.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,93.35,3092.0,No,7422-WNBTY
2108,0.0,0,0.0,0.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.95,2168.9,No,0842-IWYCP
2109,1.0,0,0.0,0.0,34.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,26.1,980.35,No,3521-HTQTV
2110,0.0,0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,20.2,65.95,No,3744-ZBHON
2111,1.0,0,1.0,1.0,30.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,21.25,711.9,No,3373-DIUUN
2112,0.0,0,0.0,0.0,33.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,59.4,1952.8,No,8383-SGHJU
2113,1.0,0,1.0,1.0,45.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,95.0,4368.85,No,7607-QKKTJ
2114,1.0,0,0.0,0.0,40.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,61.9,2647.1,No,7707-PYBBH
2115,0.0,0,0.0,0.0,71.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,118.65,8477.6,No,8984-HPEMB
2116,1.0,0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,54.35,54.35,Yes,4349-GFQHK
2117,0.0,0,1.0,1.0,72.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,64.45,4528.0,No,4139-DETXS
2118,0.0,0,1.0,1.0,22.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,80.15,1790.65,No,9779-DPNEJ
2119,1.0,0,1.0,1.0,46.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,20.2,845.6,No,9805-FILKB
2120,0.0,0,1.0,1.0,55.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,21.0,1210.3,No,5793-YOLJN
2121,1.0,0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,20.45,20.45,No,0673-IGUQO
2122,0.0,0,0.0,0.0,12.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,3.0,75.85,854.45,No,4123-FCVCB
2123,1.0,0,0.0,0.0,31.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,80.45,2429.1,No,8819-IMISP
2124,1.0,0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,24.95,100.4,Yes,7802-EFKNY
2125,0.0,0,1.0,1.0,67.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,75.5,5229.45,No,8311-UEUAB
2126,1.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,44.45,44.45,No,5858-EAFCZ
2127,1.0,0,1.0,0.0,40.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,42.35,1716.45,Yes,8035-BUYVG
2128,1.0,0,1.0,1.0,41.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,74.55,3023.55,No,1163-ONYEY
2129,1.0,0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,75.3,75.3,Yes,9787-XVQIU
2130,1.0,0,0.0,0.0,51.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,94.8,4837.6,Yes,8945-MUQUF
2131,1.0,0,1.0,1.0,42.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,48.15,2032.3,No,5656-MJEFC
2132,1.0,0,1.0,1.0,23.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,19.65,436.9,No,6082-OQFBA
2133,0.0,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,70.55,70.55,Yes,8051-HJRLT
2134,0.0,0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,20.15,20.15,No,8974-OVACP
2135,0.0,0,0.0,0.0,56.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,106.6,5893.95,No,4010-YLMVT
2136,1.0,0,0.0,1.0,15.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,91.0,1430.05,No,1379-FRVEB
2137,1.0,0,1.0,1.0,12.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,25.4,313.0,No,8612-GXIDD
2138,0.0,0,1.0,1.0,54.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,69.95,3871.85,No,6288-CHQJB
2139,0.0,0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,66.85,458.1,No,8160-HOWOX
2140,0.0,0,1.0,1.0,33.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,86.15,2745.7,Yes,3023-GFLBR
2141,1.0,0,1.0,1.0,16.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,20.15,341.35,No,6648-INWPS
2142,0.0,0,0.0,1.0,21.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,3.0,64.85,1336.8,No,4223-BKEOR
2143,1.0,1,1.0,0.0,30.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,74.85,2181.75,No,4079-VTGLK
2144,1.0,0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,50.5,147.75,No,1763-WQFUK
2145,1.0,0,0.0,0.0,11.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,72.9,818.45,No,1391-UBDAR
2146,0.0,0,0.0,0.0,62.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,115.05,7133.45,No,8894-JVDCV
2147,1.0,0,0.0,0.0,18.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,19.0,348.8,No,2023-VQFDL
2148,1.0,0,0.0,1.0,6.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,19.55,128.6,No,1345-GKDZZ
2149,0.0,0,0.0,0.0,46.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,101.1,4674.4,No,2014-MKGMH
2150,1.0,0,0.0,0.0,21.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,84.1,1737.45,No,5628-FCGYG
2151,1.0,0,0.0,0.0,68.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,24.15,1498.85,No,2560-WBWXF
2152,0.0,0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.1,50.1,No,0248-IPDFW
2153,0.0,0,1.0,0.0,25.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,74.6,1797.75,No,7978-DKUQH
2154,0.0,0,0.0,1.0,24.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,19.75,498.1,No,4335-UPJSI
2155,0.0,0,1.0,0.0,30.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,85.0,2624.25,Yes,0524-IAVZO
2156,0.0,0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,80.55,184.1,Yes,2737-YNGYW
2157,1.0,0,1.0,0.0,51.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,106.8,5498.8,No,1784-EZDKJ
2158,0.0,0,1.0,1.0,57.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,84.5,4845.4,No,9297-FVVDH
2159,0.0,0,0.0,0.0,15.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,25.05,369.1,No,8007-YYPWD
2160,0.0,0,1.0,1.0,72.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,83.7,6096.9,No,7101-HRBLJ
2161,0.0,0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,75.8,160.75,Yes,5159-YFPKQ
2162,1.0,0,1.0,0.0,28.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,96.6,2684.35,No,6635-CPNUN
2163,1.0,1,1.0,0.0,29.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,98.5,3004.15,Yes,4021-RQSNY
2164,1.0,0,1.0,1.0,70.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,101.1,6994.8,No,5453-YBTWV
2165,0.0,0,0.0,0.0,13.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,20.2,273.25,No,5039-LZRQT
2166,0.0,1,1.0,0.0,59.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,94.05,5483.9,No,2931-VUVJN
2167,1.0,1,1.0,0.0,13.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,95.25,1233.65,Yes,9061-TIHDA
2168,1.0,1,1.0,0.0,7.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,74.4,527.9,Yes,8699-ASUFO
2169,0.0,0,1.0,0.0,62.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,81.0,4985.9,No,6418-PIQSP
2170,0.0,0,0.0,0.0,21.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,60.25,1258.35,No,8220-OCUFY
2171,0.0,0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,60.85,111.4,No,3995-WFCSM
2172,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.95,43.95,No,1895-QTKDO
2173,1.0,0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,86.05,308.1,No,2038-OEQZH
2174,0.0,0,0.0,0.0,19.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,20.25,383.65,No,1178-PZGAB
2175,0.0,0,0.0,0.0,30.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,85.15,2555.9,Yes,7927-AUXBZ
2176,1.0,0,1.0,1.0,67.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,19.4,1284.2,No,2626-VEEWG
2177,1.0,1,1.0,0.0,72.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,102.65,7550.3,No,2878-RMWXY
2178,1.0,0,1.0,0.0,53.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,19.9,1110.05,No,1657-DYMBM
2179,0.0,0,0.0,0.0,5.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,19.55,99.6,No,7311-MQJCH
2180,1.0,1,1.0,0.0,71.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,95.5,6707.15,No,7375-WMVMT
2181,0.0,0,1.0,1.0,50.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,84.15,4164.4,No,1136-XGEQU
2182,1.0,0,1.0,1.0,56.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,103.2,5873.75,No,2530-FMFXO
2183,1.0,0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,50.2,109.25,No,6844-DZKRF
2184,0.0,1,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,88.55,179.25,Yes,4695-WJZUE
2185,1.0,0,1.0,1.0,24.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,54.75,1338.15,Yes,7619-ODSGN
2186,1.0,0,1.0,1.0,46.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,19.95,862.4,No,5970-GHJAW
2187,1.0,0,1.0,0.0,71.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,116.25,8564.75,No,8879-XUAHX
2188,0.0,0,0.0,0.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,31.2,926.2,No,3689-MOZGR
2189,1.0,0,1.0,1.0,69.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,24.45,1718.2,No,4195-PNGZS
2190,1.0,0,1.0,0.0,71.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,84.2,5956.85,No,5003-XZWWO
2191,0.0,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,91.3,91.3,Yes,3988-RQIXO
2192,1.0,1,1.0,0.0,56.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,85.65,4824.45,No,7622-FWGEW
2193,1.0,0,0.0,1.0,56.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,21.2,1238.65,No,6922-NCEDI
2194,1.0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,79.5,79.5,Yes,2514-GINMM
2195,0.0,0,1.0,0.0,28.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,25.55,672.2,No,9891-NQDBD
2196,0.0,0,1.0,1.0,19.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,20.2,382.2,No,6131-IUNXN
2197,1.0,0,1.0,0.0,66.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,63.85,4264.6,No,8548-AWOFC
2198,0.0,0,1.0,1.0,17.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,61.95,1070.7,No,9798-DRYDS
2199,1.0,0,1.0,1.0,52.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,25.75,1345.85,No,8532-UEFWH
2200,0.0,0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,58.2,1045.25,No,6296-DDOOR
2201,0.0,0,0.0,0.0,36.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,85.85,3003.55,No,7951-VRDVK
2202,1.0,1,1.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,70.1,467.55,Yes,5931-FLJJF
2203,1.0,0,1.0,1.0,72.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,104.9,7537.5,No,4815-YOSUK
2204,1.0,0,1.0,1.0,67.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,111.3,7482.1,Yes,2659-VXMWZ
2205,1.0,1,0.0,0.0,34.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,99.85,3343.15,No,0380-NEAVX
2206,1.0,1,1.0,0.0,57.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,95.25,5427.05,Yes,3207-OYBWH
2207,0.0,0,1.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,86.25,587.1,Yes,4285-GYRQC
